call,discharge,Fs,Foil,Fg,pressure,Fw,yield,max_conc
195,1.0216971494069174,0.9020809175854072,0.9013742195052138,0.9665278384326449,0.9053377221207346,1.0214335931942153,1485.338603603516,13.949636890705051
196,1.0728898547147012,0.9021435543505375,1.0929832578566947,1.0934239968661723,1.0910178900244016,1.0528223669707562,1726.955767379473,15.906293918468513
197,0.9897802017964547,1.0965766990053383,0.900509298600695,0.9929587326892935,1.0925605600222066,1.0126269443251217,1510.739634866783,13.466092697694531
198,1.0905878001326605,0.9010195923034923,1.0169648643629177,1.0999299999819507,1.0709499346141993,1.074727489083897,1553.160852334197,14.017960062577487
199,1.0858270424201655,1.0959348982208428,0.9909587724562455,1.0993289746321295,0.9013093306018437,1.0276828922024173,1604.9298075837758,14.470830543167155
200,0.9151685271100803,0.9010024828927469,1.0143728457392887,1.0920038648740393,0.9030031429268562,1.0176841838114363,1590.4977196616576,14.653738411713762
201,1.0175621178035705,0.9060862649049873,1.0999477317110053,1.0948399755120173,0.900187372242038,1.0439526539348578,1319.6396379355997,11.979161026060549
202,1.0138972637978436,0.9061023124584917,0.9027277549037857,0.9111579845523411,0.9076583548994793,0.9757620319860252,1464.9793020084614,13.592516156319466
203,1.0033890438988162,1.09599601315784,1.0282912528750465,1.0993602291817035,0.9168787804108235,1.023370280956462,1976.3243869788832,17.34656407841689
204,0.9010253884788934,1.0989508179511447,1.0911030046456,1.0613906879575195,1.0963288509353826,0.9875632951774034,1401.0835448246028,14.082613292327368
205,1.0987404540769803,1.097182310506942,1.0988046273616612,1.0423850477873404,0.90187070809125,1.0410438947786387,1806.1534742604085,15.882522524823617
206,1.0561968856288664,0.9015548037082269,1.0936952385575913,0.9827659913377407,0.911666163921637,1.0061548858360696,1580.7911039800615,14.735597634331597
207,1.038342905171808,0.9063458684758057,1.099011112318392,1.0981822693230563,0.910629355251575,1.0799965711969295,1482.2858393318609,13.576984117513106
208,0.9931016665968413,1.098007712966037,0.9020260386415017,0.9098608696702496,0.9095663754654532,1.0455060827786926,1398.9306403051214,12.57899682815924
209,0.9340020629204503,1.0967966532749773,0.9022653168277214,1.0997061005215583,0.9252204620343624,0.9554211401394149,1896.7829175557831,17.262592738946367
210,0.9525753370526895,1.0991435274185362,1.0968486227626575,1.0939266912433876,0.9036756535768605,0.9943208687616585,1697.6713225991698,14.499210992396614
211,1.0139917406465924,1.0925300467205739,0.9389077532415764,1.0989177006117312,0.9001208766129936,1.0120851915957711,1864.7847563246853,16.750760491583566
212,1.0373567009773283,1.0954535373620944,0.9108357536145792,1.0992829355012705,1.0963235849259632,1.0342504323455857,1728.40118893789,15.330388205446829
213,1.058881804462682,1.0954435745344324,0.9319888110482979,1.097898771082116,0.9040572907545592,0.9406068541441487,1460.8299730894416,13.040262939123275
214,0.939619381578738,1.0986281527902018,0.9318485771743426,1.0996749381234352,1.0998539617299288,0.9257593659802758,1438.5162707599693,12.80612075778899
215,1.07909201470062,1.097320315511102,1.0832624088745089,1.099583670231018,0.9114553053873722,1.0896903960080762,1756.2066899836889,15.090382607623704
216,0.9620007809516635,1.096189170453326,1.0977636339491874,1.0993622771042055,1.0924534902776688,0.9640818938746741,1654.9423514443376,14.65738764380051
217,1.0892892127212932,1.0999779547773765,0.9038257031076377,1.0363548137641183,0.9021942045740086,0.9932972397474851,1705.0432867544223,15.439545505818645
218,0.9210052122197524,0.9052449212408842,1.0999393826981505,1.0273233989877768,1.0977382477861453,0.9956797497430081,1567.4861814907292,14.081883742373012
