family,run,episode,dt_dec,n_steps,n_bad_steps,hours_bad,n_tr,n_bad_tr,bad_tr_phase1,bad_tr_phase2,n_tr_phase1,n_tr_phase2,first_bad_h,final_P
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,9,5.111111111111111,1150,44,8.8,44,3,2,1,17,27,81.80000000000001,30.304159902073405
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,10,5.111111111111111,1150,12,2.4000000000000004,44,2,1,1,17,27,87.2,28.117522030498478
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,11,5.111111111111111,1150,32,6.4,44,4,1,3,17,27,85.4,24.96990944262015
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,12,5.111111111111111,1150,5,1.0,44,3,0,3,17,27,160.20000000000002,30.92772866937393
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,13,5.111111111111111,1150,47,9.4,44,2,0,2,17,27,219.60000000000002,31.38514622790794
full copy,full copy/ConcCost/multi-phase/Added_time/seed5_3,14,5.111111111111111,1150,23,4.6000000000000005,44,2,0,2,17,27,160.20000000000002,25.89881496429506
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,0,5.111111111111111,1150,70,14.0,44,7,2,5,17,27,83.0,25.041631637358233
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,1,5.111111111111111,1150,27,5.4,44,3,0,3,17,27,180.20000000000002,25.336831555812267
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,2,5.111111111111111,1150,2,0.4,44,1,0,1,17,27,210.60000000000002,24.330628354724496
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,3,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.878458342193774
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,4,5.111111111111111,1150,56,11.200000000000001,44,5,0,5,17,27,88.60000000000001,24.911540345207996
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,5,5.111111111111111,1150,763,152.6,44,31,4,27,17,27,72.8,3.9846602673321594
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,6,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.02141338842398
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,7,5.111111111111111,1150,55,11.0,44,7,2,5,17,27,76.2,29.660555444460762
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,8,5.111111111111111,1150,38,7.6000000000000005,44,2,0,2,17,27,221.60000000000002,26.430565817362435
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,9,5.111111111111111,1150,8,1.6,44,1,0,1,17,27,225.4,27.394564430688654
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,10,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.714095157856683
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,11,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.91705242256765
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,12,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.464809092947725
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,13,5.111111111111111,1150,11,2.2,44,2,0,2,17,27,213.4,21.46599001072864
full copy,full copy/ConcCost/multi-phase/Added_time/seed6_3,14,5.111111111111111,1150,5,1.0,44,1,0,1,17,27,213.4,20.224296461877298
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,0,5.111111111111111,1150,16,3.2,44,1,0,1,17,27,210.20000000000002,22.7837491858017
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,1,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,195.4,26.77008649573808
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,2,5.111111111111111,1150,24,4.800000000000001,44,3,2,1,17,27,40.6,23.357683211746874
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,3,5.111111111111111,1150,195,39.0,44,10,0,10,17,27,160.4,23.105658046667223
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,4,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.477675254266778
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,5,5.111111111111111,1150,48,9.600000000000001,44,6,1,5,17,27,85.2,25.236711964191603
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,6,5.111111111111111,1150,106,21.200000000000003,44,5,0,5,17,27,206.8,28.141837450177125
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,7,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.639280931681995
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,8,5.111111111111111,1150,58,11.600000000000001,44,5,1,4,17,27,83.60000000000001,27.908579691436767
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,9,5.111111111111111,1150,2,0.4,44,1,0,1,17,27,213.4,25.228580722391907
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,10,5.111111111111111,1150,3,0.6000000000000001,44,0,0,0,17,27,229.0,27.592318933013654
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,11,5.111111111111111,1150,101,20.200000000000003,44,5,0,5,17,27,200.0,30.127726153025826
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,12,5.111111111111111,1150,1,0.2,44,1,0,1,17,27,223.4,23.859849275359903
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,13,5.111111111111111,1150,12,2.4000000000000004,44,2,0,2,17,27,222.20000000000002,28.349036289920058
full copy,full copy/ConcCost/multi-phase/No_time/seed4_2,14,5.111111111111111,1150,4,0.8,44,1,0,1,17,27,160.20000000000002,32.10506887512755
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.906070532351514
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,1,5.111111111111111,1150,33,6.6000000000000005,44,2,0,2,17,27,210.20000000000002,23.29295941123534
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.551877827405765
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,3,5.111111111111111,1150,54,10.8,44,6,0,6,17,27,160.20000000000002,21.217330180627886
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,4,5.111111111111111,1150,9,1.8,44,4,0,4,17,27,177.60000000000002,31.91493868777949
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,5,5.111111111111111,1150,162,32.4,44,7,4,3,17,27,71.2,24.299671724712642
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,6,5.111111111111111,1150,758,151.6,44,30,3,27,17,27,73.8,2.7690075174155493
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,7,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.03892871006658
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,8,5.111111111111111,1150,14,2.8000000000000003,44,2,1,1,17,27,86.80000000000001,24.612184884619182
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,9,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,30.219594111535727
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,10,5.111111111111111,1150,35,7.0,44,3,2,1,17,27,83.0,26.41342650646985
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,11,5.111111111111111,1150,19,3.8000000000000003,44,3,0,3,17,27,213.20000000000002,24.90061030100304
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,12,5.111111111111111,1150,47,9.4,44,3,2,1,17,27,80.80000000000001,28.325846952103504
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,13,5.111111111111111,1150,62,12.4,44,3,0,3,17,27,215.8,28.84987540108651
full copy,full copy/ConcCost/multi-phase/No_time/seed5_2,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.313300961678863
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,0,5.111111111111111,1150,70,14.0,44,7,2,5,17,27,83.0,25.041631637358233
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,1,5.111111111111111,1150,27,5.4,44,3,0,3,17,27,180.20000000000002,25.336831555812267
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,2,5.111111111111111,1150,2,0.4,44,1,0,1,17,27,210.60000000000002,24.330628354724496
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,3,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.878458342193774
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,4,5.111111111111111,1150,56,11.200000000000001,44,5,0,5,17,27,88.60000000000001,24.911540345207996
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,5,5.111111111111111,1150,91,18.2,44,4,3,1,17,27,73.2,27.374663814078183
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,6,5.111111111111111,1150,1,0.2,44,1,0,1,17,27,214.20000000000002,22.57142142916052
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,7,5.111111111111111,1150,10,2.0,44,2,1,1,17,27,87.4,26.940803545823524
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,8,5.111111111111111,1150,42,8.4,44,2,0,2,17,27,221.4,29.057067548005996
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,9,5.111111111111111,1150,50,10.0,44,3,2,1,17,27,80.4,27.608540469264646
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,10,5.111111111111111,1150,60,12.0,44,3,2,1,17,27,78.80000000000001,29.45567061336805
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,11,5.111111111111111,1150,31,6.2,44,3,0,3,17,27,160.20000000000002,29.01772232007354
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,12,5.111111111111111,1150,20,4.0,44,2,1,1,17,27,86.4,29.459625047189036
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,13,5.111111111111111,1150,7,1.4000000000000001,44,1,0,1,17,27,227.0,24.5829280514543
full copy,full copy/ConcCost/multi-phase/No_time/seed6_2,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,21.702465505272773
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,0,5.111111111111111,1150,16,3.2,44,1,0,1,17,27,210.20000000000002,22.7837491858017
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,1,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,195.4,26.77008649573808
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,2,5.111111111111111,1150,24,4.800000000000001,44,3,2,1,17,27,40.6,23.357683211746874
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,3,5.111111111111111,1150,195,39.0,44,10,0,10,17,27,160.4,23.105658046667223
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,4,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.477675254266778
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,5,5.111111111111111,1150,17,3.4000000000000004,44,3,0,3,17,27,88.80000000000001,26.398061457936453
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,6,5.111111111111111,1150,109,21.8,44,5,0,5,17,27,206.8,29.44541214003755
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,7,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,29.041623321594052
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,8,5.111111111111111,1150,12,2.4000000000000004,44,2,1,1,17,27,86.0,28.47534160330837
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,9,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.07551382445208
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,10,5.111111111111111,1150,9,1.8,44,1,0,1,17,27,225.20000000000002,28.028250575630437
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,11,5.111111111111111,1150,104,20.8,44,6,0,6,17,27,200.0,30.723796438466266
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,12,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,23.942179879939054
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,13,5.111111111111111,1150,2,0.4,44,2,0,2,17,27,89.60000000000001,29.165171270776934
full copy,full copy/ConcCost/single-phase/Added_time/seed4_1,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,32.727536922386136
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.906070532351514
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,1,5.111111111111111,1150,33,6.6000000000000005,44,2,0,2,17,27,210.20000000000002,23.29295941123534
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.551877827405765
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,3,5.111111111111111,1150,54,10.8,44,6,0,6,17,27,160.20000000000002,21.217330180627886
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,4,5.111111111111111,1150,9,1.8,44,4,0,4,17,27,177.60000000000002,31.91493868777949
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,5,5.111111111111111,1150,77,15.4,44,5,1,4,17,27,83.4,24.224523229504054
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,6,5.111111111111111,1150,30,6.0,44,3,1,2,17,27,86.0,29.200517132935882
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,7,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.39101604711098
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,8,5.111111111111111,1150,21,4.2,44,2,0,2,17,27,160.20000000000002,26.40870869602451
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,9,5.111111111111111,1150,7,1.4000000000000001,44,1,0,1,17,27,163.4,32.898431759767064
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,10,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.72297028226237
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,11,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.3299997370898
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,12,5.111111111111111,1150,16,3.2,44,2,0,2,17,27,160.20000000000002,31.251720533805816
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,13,5.111111111111111,1150,41,8.200000000000001,44,2,0,2,17,27,220.0,32.51270475482156
full copy,full copy/ConcCost/single-phase/Added_time/seed5_1,14,5.111111111111111,1150,22,4.4,44,2,0,2,17,27,160.20000000000002,26.58168932370811
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,0,5.111111111111111,1150,70,14.0,44,7,2,5,17,27,83.0,25.041631637358233
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,1,5.111111111111111,1150,27,5.4,44,3,0,3,17,27,180.20000000000002,25.336831555812267
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,2,5.111111111111111,1150,2,0.4,44,1,0,1,17,27,210.60000000000002,24.330628354724496
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,3,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.878458342193774
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,4,5.111111111111111,1150,56,11.200000000000001,44,5,0,5,17,27,88.60000000000001,24.911540345207996
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,5,5.111111111111111,1150,41,8.200000000000001,44,3,2,1,17,27,82.0,26.403163195940063
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,6,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,23.096874976854547
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,7,5.111111111111111,1150,88,17.6,44,4,3,1,17,27,74.2,30.610575228884947
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,8,5.111111111111111,1150,33,6.6000000000000005,44,2,0,2,17,27,222.20000000000002,32.52753992025725
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,9,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,31.244224988333112
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,10,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,32.5191227076746
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,11,5.111111111111111,1150,34,6.800000000000001,44,3,0,3,17,27,146.8,29.469459229072836
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,12,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,31.322258291653107
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,13,5.111111111111111,1150,5,1.0,44,1,0,1,17,27,227.0,25.437133329408525
full copy,full copy/ConcCost/single-phase/Added_time/seed6_1,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.15031862662975
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,0,5.111111111111111,1150,16,3.2,44,1,0,1,17,27,210.20000000000002,22.7837491858017
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,1,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,195.4,26.77008649573808
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,2,5.111111111111111,1150,24,4.800000000000001,44,3,2,1,17,27,40.6,23.357683211746874
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,3,5.111111111111111,1150,195,39.0,44,10,0,10,17,27,160.4,23.105658046667223
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,4,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.477675254266778
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,5,5.111111111111111,1150,783,156.60000000000002,44,30,3,27,17,27,73.2,3.79291584018582
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,6,5.111111111111111,1150,111,22.200000000000003,44,7,1,6,17,27,85.4,28.199223904196938
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,7,5.111111111111111,1150,10,2.0,44,1,1,0,17,27,76.2,26.724155373395064
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,8,5.111111111111111,1150,66,13.200000000000001,44,4,3,1,17,27,77.60000000000001,25.156352752811785
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,9,5.111111111111111,1150,12,2.4000000000000004,44,2,1,1,17,27,87.80000000000001,25.141947370519986
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,10,5.111111111111111,1150,34,6.800000000000001,44,3,2,1,17,27,83.2,25.982825206239983
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,11,5.111111111111111,1150,90,18.0,44,7,2,5,17,27,82.4,28.237205540070555
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,12,5.111111111111111,1150,34,6.800000000000001,44,3,2,1,17,27,83.2,22.71806603670616
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,13,5.111111111111111,1150,17,3.4000000000000004,44,3,1,2,17,27,86.4,27.58693190162835
full copy,full copy/ConcCost/single-phase/No_time/seed4_0,14,5.111111111111111,1150,22,4.4,44,2,1,1,17,27,85.4,30.914522429560087
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.906070532351514
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,1,5.111111111111111,1150,33,6.6000000000000005,44,2,0,2,17,27,210.20000000000002,23.29295941123534
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.551877827405765
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,3,5.111111111111111,1150,54,10.8,44,6,0,6,17,27,160.20000000000002,21.217330180627886
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,4,5.111111111111111,1150,9,1.8,44,4,0,4,17,27,177.60000000000002,31.91493868777949
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,5,5.111111111111111,1150,720,144.0,44,29,4,25,17,27,69.60000000000001,4.77300600944211
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,6,5.111111111111111,1150,38,7.6000000000000005,44,4,0,4,17,27,213.0,23.173286538980832
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,7,5.111111111111111,1150,5,1.0,44,1,0,1,17,27,228.20000000000002,21.49515401190246
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,8,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,213.4,20.521037057837844
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,9,5.111111111111111,1150,6,1.2000000000000002,44,1,0,1,17,27,228.20000000000002,24.474787039029188
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,10,5.111111111111111,1150,5,1.0,44,1,0,1,17,27,160.4,22.09387111317412
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,11,5.111111111111111,1150,24,4.800000000000001,44,3,0,3,17,27,213.20000000000002,21.24005036769889
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,12,5.111111111111111,1150,19,3.8000000000000003,44,4,0,4,17,27,213.0,29.659391761205413
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,13,5.111111111111111,1150,56,11.200000000000001,44,3,0,3,17,27,216.60000000000002,31.492823748210604
full copy,full copy/ConcCost/single-phase/No_time/seed5_0,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.75168598463679
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,0,5.111111111111111,1150,70,14.0,44,7,2,5,17,27,83.0,25.041631637358233
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,1,5.111111111111111,1150,27,5.4,44,3,0,3,17,27,180.20000000000002,25.336831555812267
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,2,5.111111111111111,1150,2,0.4,44,1,0,1,17,27,210.60000000000002,24.330628354724496
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,3,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.878458342193774
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,4,5.111111111111111,1150,56,11.200000000000001,44,5,0,5,17,27,88.60000000000001,24.911540345207996
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,5,5.111111111111111,1150,755,151.0,44,30,3,27,17,27,73.4,3.819240126321623
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,6,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.997489709297938
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,7,5.111111111111111,1150,2,0.4,44,0,0,0,17,27,229.8,29.959514521264133
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,8,5.111111111111111,1150,74,14.8,44,4,3,1,17,27,77.0,28.965904268959463
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,9,5.111111111111111,1150,60,12.0,44,3,2,1,17,27,78.4,28.81166879759449
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,10,5.111111111111111,1150,72,14.4,44,4,3,1,17,27,76.4,27.130395210884835
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,11,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.480445126404586
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,12,5.111111111111111,1150,4,0.8,44,1,0,1,17,27,89.2,29.15075370569978
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,13,5.111111111111111,1150,5,1.0,44,1,0,1,17,27,227.0,24.10312484219303
full copy,full copy/ConcCost/single-phase/No_time/seed6_0,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,22.374623270449586
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,0,5.111111111111111,1150,16,3.2,44,1,0,1,17,27,210.20000000000002,22.7837491858017
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,1,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,195.4,26.77008649573808
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,2,5.111111111111111,1150,24,4.800000000000001,44,3,2,1,17,27,40.6,23.357683211746874
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,3,5.111111111111111,1150,195,39.0,44,10,0,10,17,27,160.4,23.105658046667223
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,4,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.477675254266778
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,5,5.111111111111111,1150,73,14.600000000000001,44,4,0,4,17,27,210.0,23.063979919145112
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,6,5.111111111111111,1150,93,18.6,44,7,2,5,17,27,76.2,24.545830483900705
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,7,5.111111111111111,1150,10,2.0,44,1,1,0,17,27,76.2,26.868829911319033
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,8,5.111111111111111,1150,52,10.4,44,6,3,3,17,27,76.2,27.774493851757807
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,9,5.111111111111111,1150,1,0.2,44,1,0,1,17,27,89.80000000000001,26.34514637982064
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,10,5.111111111111111,1150,8,1.6,44,2,1,1,17,27,76.2,27.359036661458084
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,11,5.111111111111111,1150,69,13.8,44,7,1,6,17,27,86.80000000000001,29.338393169270578
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,12,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.21507106594365
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,13,5.111111111111111,1150,10,2.0,44,2,1,1,17,27,87.60000000000001,28.271232769068938
full copy,full copy/MassCost/multi-phase/Added_time/seed4_31,14,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,32.08524328793054
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.906070532351514
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,1,5.111111111111111,1150,33,6.6000000000000005,44,2,0,2,17,27,210.20000000000002,23.29295941123534
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.551877827405765
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,3,5.111111111111111,1150,54,10.8,44,6,0,6,17,27,160.20000000000002,21.217330180627886
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,4,5.111111111111111,1150,9,1.8,44,4,0,4,17,27,177.60000000000002,31.91493868777949
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,5,5.111111111111111,1150,10,2.0,44,2,0,2,17,27,164.20000000000002,27.470967660519474
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,6,5.111111111111111,1150,660,132.0,44,28,3,25,17,27,76.60000000000001,6.975103162551202
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,7,5.111111111111111,1150,36,7.2,44,3,0,3,17,27,175.20000000000002,20.97248481624816
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,8,5.111111111111111,1150,21,4.2,44,3,0,3,17,27,89.0,25.044054665423428
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,9,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,32.57485559769802
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,10,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.228437241172713
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,11,5.111111111111111,1150,6,1.2000000000000002,44,1,0,1,17,27,216.20000000000002,25.754049785243563
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,12,5.111111111111111,1150,6,1.2000000000000002,44,1,0,1,17,27,160.20000000000002,31.896557421506778
full copy,full copy/MassCost/multi-phase/Added_time/seed5_31,13,5.111111111111111,1150,43,8.6,44,2,0,2,17,27,219.8,33.07353239906308
