family,run,episode,dt_dec,n_steps,n_bad_steps,hours_bad,n_tr,n_bad_tr,bad_tr_phase1,bad_tr_phase2,n_tr_phase1,n_tr_phase2,first_bad_h,final_P
single_phase,single_phase/seed14_3,7,5.111111111111111,1150,18,3.6,44,2,0,2,17,27,164.0,28.970681554240574
single_phase,single_phase/seed14_3,8,5.111111111111111,1150,41,8.200000000000001,44,3,0,3,17,27,161.20000000000002,28.131457617737667
single_phase,single_phase/seed14_3,9,5.111111111111111,1150,60,12.0,44,3,2,1,17,27,79.0,26.386724263775086
single_phase,single_phase/seed14_3,10,5.111111111111111,1150,102,20.400000000000002,44,5,4,1,17,27,72.0,24.63805376309251
single_phase,single_phase/seed14_3,11,5.111111111111111,1150,107,21.400000000000002,44,6,3,3,17,27,74.8,26.81745815957279
single_phase,single_phase/seed14_3,12,5.111111111111111,1150,11,2.2,44,3,0,3,17,27,206.4,19.477704080461013
single_phase,single_phase/seed14_3,13,5.111111111111111,1150,43,8.6,44,4,0,4,17,27,200.0,19.666207960353052
single_phase,single_phase/seed14_3,14,5.111111111111111,1150,3,0.6000000000000001,44,1,0,1,17,27,221.60000000000002,20.378738846920598
single_phase,single_phase/seed14_3,15,5.111111111111111,1150,19,3.8000000000000003,44,4,0,4,17,27,165.4,17.732587160624682
single_phase,single_phase/seed14_4,0,5.111111111111111,1150,16,3.2,44,2,0,2,17,27,160.4,29.997386620664415
single_phase,single_phase/seed14_4,1,5.111111111111111,1150,169,33.800000000000004,44,10,2,8,17,27,81.4,23.65111099448234
single_phase,single_phase/seed14_4,2,5.111111111111111,1150,56,11.200000000000001,44,5,0,5,17,27,160.4,28.330509960538716
single_phase,single_phase/seed14_4,3,5.111111111111111,1150,44,8.8,44,5,1,4,17,27,40.400000000000006,27.533162285008114
single_phase,single_phase/seed14_4,4,5.111111111111111,1150,25,5.0,44,3,0,3,17,27,160.20000000000002,21.67254863737846
single_phase,single_phase/seed14_4,5,5.111111111111111,1150,14,2.8000000000000003,44,1,0,1,17,27,163.0,29.24440980421721
single_phase,single_phase/seed14_4,6,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.39423097384431
single_phase,single_phase/seed14_4,7,5.111111111111111,1150,24,4.800000000000001,44,2,0,2,17,27,162.20000000000002,29.300857313885768
single_phase,single_phase/seed14_4,8,5.111111111111111,1150,43,8.6,44,3,0,3,17,27,161.4,28.2674816587209
single_phase,single_phase/seed14_4,9,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,27.004683924982555
single_phase,single_phase/seed14_4,10,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,24.91663381290028
single_phase,single_phase/seed14_4,11,5.111111111111111,1150,27,5.4,44,4,0,4,17,27,213.20000000000002,28.40071090032133
single_phase,single_phase/seed14_4,12,5.111111111111111,1150,16,3.2,44,2,0,2,17,27,206.20000000000002,26.540712865732242
single_phase,single_phase/seed14_4,13,5.111111111111111,1150,37,7.4,44,4,0,4,17,27,200.4,25.81716743675884
single_phase,single_phase/seed14_4,14,5.111111111111111,1150,9,1.8,44,3,1,2,17,27,88.0,26.303735614488097
single_phase,single_phase/seed14_4,15,5.111111111111111,1150,73,14.600000000000001,44,4,3,1,17,27,77.80000000000001,21.032200195645768
single_phase,single_phase/seed1_1,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_1,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_1,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_1,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_1,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_1,5,4.181818181818182,1150,25,5.0,54,3,0,3,21,33,213.20000000000002,29.454918308867374
single_phase,single_phase/seed1_1,6,4.181818181818182,1150,3,0.6000000000000001,54,1,0,1,21,33,203.0,25.440612611539887
single_phase,single_phase/seed1_1,7,4.181818181818182,1150,44,8.8,54,2,0,2,21,33,219.0,24.127025166516354
single_phase,single_phase/seed1_1,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,20.662281304246385
single_phase,single_phase/seed1_1,9,4.181818181818182,1150,18,3.6,54,2,0,2,21,33,160.20000000000002,23.455518413540347
single_phase,single_phase/seed1_10,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.843364862621065
single_phase,single_phase/seed1_10,1,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.82624817340246
single_phase,single_phase/seed1_10,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.936765680555357
single_phase,single_phase/seed1_10,3,5.111111111111111,1150,4,0.8,44,1,0,1,17,27,216.0,23.42883887263294
single_phase,single_phase/seed1_10,4,5.111111111111111,1150,3,0.6000000000000001,44,1,1,0,17,27,25.0,26.62191830153
single_phase,single_phase/seed1_10,5,5.111111111111111,1150,24,4.800000000000001,44,3,0,3,17,27,213.20000000000002,28.882958595095946
single_phase,single_phase/seed1_10,6,5.111111111111111,1150,4,0.8,44,2,0,2,17,27,202.8,25.24597169462964
single_phase,single_phase/seed1_11,0,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,28.843364862621065
single_phase,single_phase/seed1_11,1,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,26.82624817340246
single_phase,single_phase/seed1_11,2,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,25.936765680555357
single_phase,single_phase/seed1_11,3,5.111111111111111,1150,4,0.8,44,1,0,1,17,27,216.0,23.42883887263294
single_phase,single_phase/seed1_11,4,5.111111111111111,1150,3,0.6000000000000001,44,1,1,0,17,27,25.0,26.62191830153
single_phase,single_phase/seed1_11,5,5.111111111111111,1150,24,4.800000000000001,44,3,0,3,17,27,213.20000000000002,28.882958595095946
single_phase,single_phase/seed1_11,6,5.111111111111111,1150,4,0.8,44,2,0,2,17,27,202.8,25.24597169462964
single_phase,single_phase/seed1_11,7,5.111111111111111,1150,31,6.2,44,2,0,2,17,27,220.8,27.09311122276532
single_phase,single_phase/seed1_11,8,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,23.460788036132524
single_phase,single_phase/seed1_2,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_2,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_2,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_2,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_2,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_2,5,4.181818181818182,1150,25,5.0,54,3,0,3,21,33,213.20000000000002,29.454918308867374
single_phase,single_phase/seed1_2,6,4.181818181818182,1150,3,0.6000000000000001,54,1,0,1,21,33,203.0,25.440612611539887
single_phase,single_phase/seed1_2,7,4.181818181818182,1150,44,8.8,54,2,0,2,21,33,219.0,24.127025166516354
single_phase,single_phase/seed1_2,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,20.662281304246385
single_phase,single_phase/seed1_2,9,4.181818181818182,1150,18,3.6,54,2,0,2,21,33,160.20000000000002,23.455518413540347
single_phase,single_phase/seed1_2,10,4.181818181818182,1150,15,3.0,54,2,0,2,21,33,221.8,23.88837920458054
single_phase,single_phase/seed1_2,11,4.181818181818182,1150,31,6.2,54,2,0,2,21,33,221.8,24.97932521141151
single_phase,single_phase/seed1_2,12,4.181818181818182,1150,1,0.2,54,0,0,0,21,33,229.60000000000002,24.778536677067407
single_phase,single_phase/seed1_3,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_3,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_3,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_3,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_3,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_3,5,4.181818181818182,1150,24,4.800000000000001,54,3,0,3,21,33,213.20000000000002,28.77061043393217
single_phase,single_phase/seed1_3,6,4.181818181818182,1150,5,1.0,54,2,0,2,21,33,200.20000000000002,25.16994048899668
single_phase,single_phase/seed1_3,7,4.181818181818182,1150,33,6.6000000000000005,54,2,0,2,21,33,220.20000000000002,26.877533518439133
single_phase,single_phase/seed1_3,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,21.184246413210754
single_phase,single_phase/seed1_3,9,4.181818181818182,1150,17,3.4000000000000004,54,1,0,1,21,33,226.4,26.141147668532764
single_phase,single_phase/seed1_3,10,4.181818181818182,1150,10,2.0,54,3,0,3,21,33,160.20000000000002,27.575679873759842
single_phase,single_phase/seed1_3,11,4.181818181818182,1150,26,5.2,54,3,0,3,21,33,213.60000000000002,28.20620726045647
single_phase,single_phase/seed1_4,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_4,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_4,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_4,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_4,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_4,5,4.181818181818182,1150,25,5.0,54,3,0,3,21,33,213.20000000000002,29.454918308867374
single_phase,single_phase/seed1_4,6,4.181818181818182,1150,3,0.6000000000000001,54,1,0,1,21,33,203.0,25.440612611539887
single_phase,single_phase/seed1_4,7,4.181818181818182,1150,44,8.8,54,2,0,2,21,33,219.0,24.127025166516354
single_phase,single_phase/seed1_4,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,20.662281304246385
single_phase,single_phase/seed1_4,9,4.181818181818182,1150,18,3.6,54,2,0,2,21,33,160.20000000000002,23.455518413540347
single_phase,single_phase/seed1_4,10,4.181818181818182,1150,15,3.0,54,2,0,2,21,33,221.8,23.88837920458054
single_phase,single_phase/seed1_4,11,4.181818181818182,1150,31,6.2,54,2,0,2,21,33,221.8,24.97932521141151
single_phase,single_phase/seed1_4,12,4.181818181818182,1150,1,0.2,54,0,0,0,21,33,229.60000000000002,24.778536677067407
single_phase,single_phase/seed1_5,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_5,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_5,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_5,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_5,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_5,5,4.181818181818182,1150,24,4.800000000000001,54,3,0,3,21,33,213.20000000000002,28.77061043393217
single_phase,single_phase/seed1_5,6,4.181818181818182,1150,5,1.0,54,2,0,2,21,33,200.20000000000002,25.16994048899668
single_phase,single_phase/seed1_5,7,4.181818181818182,1150,33,6.6000000000000005,54,2,0,2,21,33,220.20000000000002,26.877533518439133
single_phase,single_phase/seed1_5,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,21.184246413210754
single_phase,single_phase/seed1_5,9,4.181818181818182,1150,17,3.4000000000000004,54,1,0,1,21,33,226.4,26.141147668532764
single_phase,single_phase/seed1_5,10,4.181818181818182,1150,10,2.0,54,3,0,3,21,33,160.20000000000002,27.575679873759842
single_phase,single_phase/seed1_6,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_6,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_6,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_6,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_6,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_6,5,4.181818181818182,1150,25,5.0,54,3,0,3,21,33,213.20000000000002,29.454918308867374
single_phase,single_phase/seed1_6,6,4.181818181818182,1150,3,0.6000000000000001,54,1,0,1,21,33,203.0,25.440612611539887
single_phase,single_phase/seed1_6,7,4.181818181818182,1150,44,8.8,54,2,0,2,21,33,219.0,24.127025166516354
single_phase,single_phase/seed1_6,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,20.662281304246385
single_phase,single_phase/seed1_6,9,4.181818181818182,1150,18,3.6,54,2,0,2,21,33,160.20000000000002,23.455518413540347
single_phase,single_phase/seed1_6,10,4.181818181818182,1150,15,3.0,54,2,0,2,21,33,221.8,23.88837920458054
single_phase,single_phase/seed1_6,11,4.181818181818182,1150,31,6.2,54,2,0,2,21,33,221.8,24.97932521141151
single_phase,single_phase/seed1_6,12,4.181818181818182,1150,1,0.2,54,0,0,0,21,33,229.60000000000002,24.778536677067407
single_phase,single_phase/seed1_6,13,4.181818181818182,1150,52,10.4,54,4,0,4,21,33,213.20000000000002,25.912683463422653
single_phase,single_phase/seed1_6,14,4.181818181818182,1150,36,7.2,54,6,0,6,21,33,200.20000000000002,22.394204237176773
single_phase,single_phase/seed1_6,15,4.181818181818182,1150,6,1.2000000000000002,54,1,0,1,21,33,88.4,26.09391514866373
single_phase,single_phase/seed1_6,16,4.181818181818182,1150,31,6.2,54,5,0,5,21,33,166.4,23.683478892465452
single_phase,single_phase/seed1_7,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_7,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_7,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_7,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_7,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_7,5,4.181818181818182,1150,25,5.0,54,3,0,3,21,33,213.20000000000002,29.405446390286215
single_phase,single_phase/seed1_7,6,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,26.744625720134263
single_phase,single_phase/seed1_7,7,4.181818181818182,1150,34,6.800000000000001,54,2,0,2,21,33,220.20000000000002,28.32924970529437
single_phase,single_phase/seed1_7,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,25.570494203247577
single_phase,single_phase/seed1_7,9,4.181818181818182,1150,17,3.4000000000000004,54,1,0,1,21,33,160.20000000000002,28.431689874248175
single_phase,single_phase/seed1_7,10,4.181818181818182,1150,11,2.2,54,4,0,4,21,33,163.0,29.459224422208962
single_phase,single_phase/seed1_7,11,4.181818181818182,1150,13,2.6,54,0,0,0,21,33,227.60000000000002,25.675792485133655
single_phase,single_phase/seed1_7,12,4.181818181818182,1150,1,0.2,54,0,0,0,21,33,229.60000000000002,24.77855098918804
single_phase,single_phase/seed1_7,13,4.181818181818182,1150,52,10.4,54,4,0,4,21,33,213.20000000000002,25.912683460734122
single_phase,single_phase/seed1_7,14,4.181818181818182,1150,36,7.2,54,6,0,6,21,33,200.20000000000002,22.39420913166207
single_phase,single_phase/seed1_7,15,4.181818181818182,1150,7,1.4000000000000001,54,2,0,2,21,33,88.4,31.48488026411807
single_phase,single_phase/seed1_7,16,4.181818181818182,1150,11,2.2,54,3,0,3,21,33,168.4,28.2445806428951
single_phase,single_phase/seed1_8,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_8,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_8,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_8,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_8,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_8,5,4.181818181818182,1150,25,5.0,54,2,0,2,21,33,213.20000000000002,29.968236885700883
single_phase,single_phase/seed1_8,6,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,25.825361284998746
single_phase,single_phase/seed1_8,7,4.181818181818182,1150,31,6.2,54,2,0,2,21,33,220.8,27.15394048738306
single_phase,single_phase/seed1_8,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,20.665832114249447
single_phase,single_phase/seed1_8,9,4.181818181818182,1150,18,3.6,54,2,0,2,21,33,160.20000000000002,23.455810423348375
single_phase,single_phase/seed1_8,10,4.181818181818182,1150,15,3.0,54,2,0,2,21,33,221.8,23.88837920466708
single_phase,single_phase/seed1_8,11,4.181818181818182,1150,31,6.2,54,2,0,2,21,33,221.8,24.9793490692039
single_phase,single_phase/seed1_8,12,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,24.80230047618143
single_phase,single_phase/seed1_8,13,4.181818181818182,1150,26,5.2,54,3,0,3,21,33,215.60000000000002,26.829352311020756
single_phase,single_phase/seed1_9,0,4.181818181818182,1150,23,4.6000000000000005,54,3,0,3,21,33,168.20000000000002,27.13522543663799
single_phase,single_phase/seed1_9,1,4.181818181818182,1150,39,7.800000000000001,54,5,0,5,21,33,164.0,26.04379187180074
single_phase,single_phase/seed1_9,2,4.181818181818182,1150,13,2.6,54,3,0,3,21,33,204.20000000000002,25.115427735295278
single_phase,single_phase/seed1_9,3,4.181818181818182,1150,14,2.8000000000000003,54,2,0,2,21,33,213.0,22.660359982088337
single_phase,single_phase/seed1_9,4,4.181818181818182,1150,78,15.600000000000001,54,11,2,9,21,33,25.0,24.165015248598248
single_phase,single_phase/seed1_9,5,4.181818181818182,1150,26,5.2,54,3,0,3,21,33,213.20000000000002,29.12071646469169
single_phase,single_phase/seed1_9,6,4.181818181818182,1150,3,0.6000000000000001,54,1,0,1,21,33,203.0,25.507239660814065
single_phase,single_phase/seed1_9,7,4.181818181818182,1150,32,6.4,54,2,0,2,21,33,220.20000000000002,28.427689102483306
single_phase,single_phase/seed1_9,8,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,24.997265109977455
single_phase,single_phase/seed1_9,9,4.181818181818182,1150,11,2.2,54,1,0,1,21,33,160.20000000000002,27.89971549343808
single_phase,single_phase/seed1_9,10,4.181818181818182,1150,18,3.6,54,3,0,3,21,33,160.20000000000002,29.2144415445494
single_phase,single_phase/seed1_9,11,4.181818181818182,1150,11,2.2,54,1,0,1,21,33,223.20000000000002,30.058916540221336
single_phase,single_phase/seed1_9,12,4.181818181818182,1150,0,0.0,54,0,0,0,21,33,,30.31147768079564
single_phase,single_phase/seed1_9,13,4.181818181818182,1150,22,4.4,54,3,0,3,21,33,216.0,30.28427050434645
single_phase,single_phase/seed1_clamp10,0,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,28.832956142429893
single_phase,single_phase/seed1_clamp10,1,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,26.859781868851094
single_phase,single_phase/seed1_clamp10,2,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,25.906563958735678
single_phase,single_phase/seed1_clamp10,3,2.017543859649123,1150,5,1.0,115,2,0,2,44,71,216.0,23.43000179369796
single_phase,single_phase/seed1_clamp10,4,2.017543859649123,1150,10,2.0,115,2,1,1,44,71,25.0,26.574994446715998
single_phase,single_phase/seed1_clamp10,5,2.017543859649123,1150,23,4.6000000000000005,115,5,0,5,44,71,213.20000000000002,28.050901640816956
single_phase,single_phase/seed1_clamp10,6,2.017543859649123,1150,10,2.0,115,3,0,3,44,71,200.20000000000002,24.393499064953247
single_phase,single_phase/seed1_clamp10,7,2.017543859649123,1150,27,5.4,115,5,0,5,44,71,221.4,26.172626570008614
single_phase,single_phase/seed1_clamp10,8,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,22.569386574971407
single_phase,single_phase/seed1_clamp_expl2,0,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,28.838890729829192
single_phase,single_phase/seed1_clamp_expl2,1,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,26.69401430699605
single_phase,single_phase/seed1_clamp_expl2,2,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,25.82252755182666
single_phase,single_phase/seed1_clamp_expl2,3,2.017543859649123,1150,6,1.2000000000000002,115,2,0,2,44,71,89.4,23.26986823280939
single_phase,single_phase/seed1_clamp_expl2,4,2.017543859649123,1150,12,2.4000000000000004,115,2,1,1,44,71,25.0,26.193614782555464
single_phase,single_phase/seed1_clamp_expl2,5,2.017543859649123,1150,23,4.6000000000000005,115,5,0,5,44,71,213.20000000000002,27.871446476244287
single_phase,single_phase/seed1_clamp_expl2,6,2.017543859649123,1150,4,0.8,115,2,0,2,44,71,202.8,25.258348834846377
single_phase,single_phase/seed1_clamp_expl2,7,2.017543859649123,1150,32,6.4,115,5,0,5,44,71,220.8,27.197839835904638
single_phase,single_phase/seed1_clamp_expl2,8,2.017543859649123,1150,0,0.0,115,0,0,0,44,71,,24.04529594901491
single_phase,single_phase/seed20_0,0,,1150,67,13.4,0,0,0,0,0,0,82.4,24.920887304561298
single_phase,single_phase/seed20_0,1,,1150,69,13.8,0,0,0,0,0,0,89.2,25.49126577940131
single_phase,single_phase/seed20_0,2,,1150,132,26.400000000000002,0,0,0,0,0,0,200.20000000000002,24.39284848946182
single_phase,single_phase/seed20_0,3,,1150,60,12.0,0,0,0,0,0,0,160.4,26.499720758011186
single_phase,single_phase/seed20_0,4,,1150,90,18.0,0,0,0,0,0,0,180.4,26.744115339274035
single_phase,single_phase/seed20_0,5,,1150,24,4.800000000000001,0,0,0,0,0,0,225.4,28.968029452382435
single_phase,single_phase/seed20_0,6,,1150,12,2.4000000000000004,0,0,0,0,0,0,200.20000000000002,17.80407138759977
single_phase,single_phase/seed20_0,7,,1150,27,5.4,0,0,0,0,0,0,135.4,23.469227437816528
single_phase,single_phase/seed20_0,8,,1150,24,4.800000000000001,0,0,0,0,0,0,155.4,22.83833028843543
single_phase,single_phase/seed20_0,9,,1150,4,0.8,0,0,0,0,0,0,160.20000000000002,26.8742252080938
single_phase,single_phase/seed20_2,0,5.111111111111111,1150,67,13.4,44,5,2,3,17,27,82.4,24.920887304536926
single_phase,single_phase/seed20_2,1,5.111111111111111,1150,69,13.8,44,7,0,7,17,27,89.2,25.491265779404426
single_phase,single_phase/seed20_2,2,5.111111111111111,1150,132,26.400000000000002,44,6,0,6,17,27,200.20000000000002,24.392848489465262
single_phase,single_phase/seed20_2,3,5.111111111111111,1150,60,12.0,44,9,0,9,17,27,160.4,26.49972075801396
single_phase,single_phase/seed20_2,4,5.111111111111111,1150,90,18.0,44,7,0,7,17,27,180.4,26.74411533927295
single_phase,single_phase/seed20_2,5,5.111111111111111,1150,26,5.2,44,2,0,2,17,27,216.20000000000002,28.992407839353568
single_phase,single_phase/seed20_2,6,5.111111111111111,1150,20,4.0,44,2,0,2,17,27,200.20000000000002,19.72910853108326
single_phase,single_phase/seed20_2,7,5.111111111111111,1150,8,1.6,44,2,0,2,17,27,207.60000000000002,24.82402103081487
single_phase,single_phase/seed20_2,8,5.111111111111111,1150,0,0.0,44,0,0,0,17,27,,30.964513491151365
single_phase,single_phase/seed20_2,9,5.111111111111111,1150,68,13.600000000000001,44,6,2,4,17,27,83.2,28.826483474969326
single_phase,single_phase/seed20_3,0,,1150,67,13.4,0,0,0,0,0,0,82.4,24.920887304536926
single_phase,single_phase/seed20_3,1,,1150,69,13.8,0,0,0,0,0,0,89.2,25.491265779404426
single_phase,single_phase/seed20_3,2,,1150,132,26.400000000000002,0,0,0,0,0,0,200.20000000000002,24.392848489465262
single_phase,single_phase/seed20_3,3,,1150,60,12.0,0,0,0,0,0,0,160.4,26.49972075801396
single_phase,single_phase/seed20_3,4,,1150,90,18.0,0,0,0,0,0,0,180.4,26.74411533927295
single_phase,single_phase/seed20_3,5,,1150,25,5.0,0,0,0,0,0,0,225.20000000000002,29.00788057058617
single_phase,single_phase/seed20_3,6,,1150,12,2.4000000000000004,0,0,0,0,0,0,200.20000000000002,17.9093372248848
single_phase,single_phase/seed20_3,7,,1150,19,3.8000000000000003,0,0,0,0,0,0,205.4,25.00205115221501
single_phase,single_phase/seed20_3,8,,1150,13,2.6,0,0,0,0,0,0,155.4,24.059372370855833
single_phase,single_phase/seed20_3,9,,1150,17,3.4000000000000004,0,0,0,0,0,0,160.20000000000002,28.666969401844412
single_phase,single_phase/seed21_0,0,,1150,8,1.6,0,0,0,0,0,0,200.4,26.61984394159597
single_phase,single_phase/seed21_0,1,,1150,167,33.4,0,0,0,0,0,0,160.4,26.228313754559576
single_phase,single_phase/seed21_0,2,,1150,122,24.400000000000002,0,0,0,0,0,0,60.400000000000006,26.367957164758042
single_phase,single_phase/seed21_0,3,,1150,36,7.2,0,0,0,0,0,0,83.4,21.618005725938083
single_phase,single_phase/seed21_0,4,,1150,48,9.600000000000001,0,0,0,0,0,0,60.400000000000006,31.270063821438082
single_phase,single_phase/seed21_0,5,,1150,30,6.0,0,0,0,0,0,0,150.0,29.57661590691986
single_phase,single_phase/seed21_0,6,,1150,130,26.0,0,0,0,0,0,0,73.8,21.719427720631057
single_phase,single_phase/seed21_0,7,,1150,806,161.20000000000002,0,0,0,0,0,0,66.4,3.6865656807364524
single_phase,single_phase/seed21_0,8,,1150,78,15.600000000000001,0,0,0,0,0,0,78.80000000000001,29.147321049035153
single_phase,single_phase/seed21_0,9,,1150,0,0.0,0,0,0,0,0,0,,27.743604645970795
single_phase,single_phase/seed21_2,0,,1150,8,1.6,0,0,0,0,0,0,200.4,26.61984394159597
single_phase,single_phase/seed21_2,1,,1150,167,33.4,0,0,0,0,0,0,160.4,26.228313754559576
single_phase,single_phase/seed21_2,2,,1150,122,24.400000000000002,0,0,0,0,0,0,60.400000000000006,26.367957164758042
single_phase,single_phase/seed21_2,3,,1150,36,7.2,0,0,0,0,0,0,83.4,21.618005725938083
single_phase,single_phase/seed21_2,4,,1150,48,9.600000000000001,0,0,0,0,0,0,60.400000000000006,31.270063821438082
single_phase,single_phase/seed21_2,5,,1150,30,6.0,0,0,0,0,0,0,150.0,29.57661590691986
single_phase,single_phase/seed21_2,6,,1150,130,26.0,0,0,0,0,0,0,73.8,21.719427720631057
single_phase,single_phase/seed21_2,7,,1150,806,161.20000000000002,0,0,0,0,0,0,66.4,3.6865656807364524
