arm,delta_at_min_delay,delta_at_max_delay,degradation_kg,degradation_ci95,paired_p,slope_kg_per_pivot_hour,slope_p,slope_ci95
dual,565.4776410071545,572.87374171918,7.396100712025543,88.52806291253458,0.8745565570400408,2.2146652137359424,0.1196280421906079,2.726275503171119
time,499.46393787786593,481.984767335864,-17.47917054200194,20.372780040942487,0.13652674413124866,-1.1216359202987238,0.3556159813015328,2.350859524901294
