delay_h,pivot_h,pivot_h_sd,bm_max,max_visc,recipe_yield
0.0,63.75,4.432026302139591,2193.8752912856703,77.51521617441267,3476.987391778992
20.0,64.375,4.955156044825575,2181.5295424204414,77.23343107112672,3427.225997835405
40.0,69.375,4.955156044825575,2146.463608248831,76.36720397146026,3328.839034567805
60.0,75.625,4.955156044825574,2068.126958483236,75.09768078875629,3270.788125777979
80.0,85.625,4.955156044825574,1934.1194196520435,72.43525064249455,3200.968463190014
