condition,policy,decision,hours,dA_dWt,dA_dX,dA_dP,dA_dViscosity,dA_dtime
delayed (80h starve),dual,20,100,0.36905936439747816,-0.07827800107260134,3.786907438216521,1.9479270374540847,1.2571415851894225
delayed (80h starve),dual,21,105,0.6719883896297186,-0.06685037258325749,2.5556588584273294,1.0188983785154055,0.886106402357306
delayed (80h starve),dual,22,110,0.2848542949813045,-0.025556116070157817,0.9685422797431972,0.3092813815031456,0.33910476825287356
delayed (80h starve),dual,23,115,0.08269198985968455,-0.0064233586597378595,0.23958078515699788,0.057554530603637306,0.0856639088170269
delayed (80h starve),dual,24,120,0.02021855374756409,-0.001319299674201745,0.04656333627474914,0.0073210138952173355,0.01776413685420086
delayed (80h starve),dual,25,125,0.0051801078242319455,-0.0002765345938959826,0.008814467221554536,0.0003874315234603245,0.003808893159237824
delayed (80h starve),dual,26,130,0.002298683472010119,-9.369886868892943e-05,0.002343291651971111,-0.0005279225961524193,0.0012971807437700547
delayed (80h starve),dual,27,135,0.02819863220749065,-0.0007423395564837281,0.0073730811970845675,-0.012235092952564417,0.007803661158464762
delayed (80h starve),dual,28,140,0.0163073541137787,-0.00032226173348193194,-0.0020184960847102733,-0.010368271473237822,0.003055064091675443
delayed (80h starve),dual,29,145,0.013184061501692034,-0.0001825593314491723,-0.007861153506283351,-0.012579709900351064,0.001022484844201421
delayed (80h starve),dual,30,150,0.020772240234934163,-0.00017494129658235364,-0.02327369446549208,-0.027836269457479072,-0.0011727762957103305
delayed (80h starve),dual,31,155,0.5601538505464996,-0.003703972282440012,-0.648987978132145,-0.6702871036529837,-0.04500033655025211
delayed (80h starve),dual,32,160,0.8829155387911962,-0.001165746344203299,-1.6240785313126518,-1.4831185396602107,-0.16453579660841697
delayed (80h starve),dual,33,165,0.21164747697062777,-0.0015515588131786982,-0.38171645922241393,-0.3515264261750613,-0.0865405974117022
delayed (80h starve),dual,34,170,0.04290794230946412,-0.0009275628491400836,-0.07811659308515344,-0.06333350951408244,-0.030978697849998155
delayed (80h starve),dual,35,175,0.3659509948131136,-0.008301524341480786,-0.488626316381643,-0.37961304308289917,-0.1917034190432763
delayed (80h starve),dual,36,180,0.34741760039682673,-0.008727093164931359,-0.614224806667587,-0.441082260897399,-0.2555375611151459
delayed (80h starve),dual,37,185,0.3554368674201391,-0.010213863670333048,-0.8259190832367972,-0.5626742371085959,-0.3612581748083984
delayed (80h starve),dual,38,190,0.4379635147755852,-0.014524955035261066,-1.241435158176989,-0.8174335576959791,-0.5630120639523445
delayed (80h starve),dual,39,195,1.2439985039306825,-0.03787343166857245,-2.457089552757905,-1.6093863431547897,-1.093148431186954
delayed (80h starve),dual,40,200,1.1180314466816421,-0.03891535815735144,-2.727126296364363,-1.7485175679441225,-1.2653727218714872
delayed (80h starve),dual,41,205,0.8843619309901849,-0.04397268904809677,-2.6316596700056207,-1.5422756471580399,-1.3699952263089803
delayed (80h starve),dual,42,210,0.74744026628267,-0.051909161025653856,-2.585743938699903,-1.3781720220980533,-1.4976632522547233
delayed (80h starve),dual,43,215,1.1802718060782875,-0.07128461941122426,-2.6722223797755604,-1.2896964726011564,-1.6192205607837504
delayed (80h starve),dual,44,220,0.959320152657323,-0.07937114131029703,-2.6159040229968764,-1.1207015534453884,-1.768510450817183
delayed (80h starve),dual,45,225,0.745162385483064,-0.08781027545116663,-2.5206465218488106,-0.9487155647151163,-1.9015695004140087
delayed (80h starve),time,0,0,-0.07562865850073493,0.37739891270020315,0.015676506526619477,-0.1280926190210218,-0.35690709130393244
delayed (80h starve),time,1,5,0.41021079049522974,1.8457881131704887,0.6115397904158709,0.03217065194316274,0.443961194552413
delayed (80h starve),time,2,10,0.5396065330971862,0.7291144449976612,0.465865061429976,0.22369668439573812,1.1027638527423824
delayed (80h starve),time,3,15,7.898015200735735e-05,1.8902596407577282e-05,3.7279461484462894e-05,1.3967337392228873e-05,0.00016642657512389012
delayed (80h starve),time,4,20,6.751362385815079e-07,-2.327241566124625e-07,2.550706146298152e-07,-3.448126784100222e-08,7.134522223006805e-07
delayed (80h starve),time,5,25,0.00033919839438067945,-0.00045987056700169627,-0.0006226410679155409,-0.0001341087558004438,8.113126731545954e-05
delayed (80h starve),time,6,30,3.35409474588213,-3.456397390506224,-2.964116555760719,-1.5518787707578043,-0.4164753534299358
delayed (80h starve),time,7,35,2.025213060147401,2.448765641370252,-1.9827800404620937,-2.2177707670934015,-0.5950451326651363
delayed (80h starve),time,8,40,1.1960619016247194,4.360244172752632,-1.0044815914212168,-2.147573957062555,-0.7475735383885567
delayed (80h starve),time,9,45,0.7873844769178899,4.480581308481012,-0.2377074083708628,-1.5796981936497754,-0.28330865161181856
delayed (80h starve),time,10,50,0.6818853876495912,4.385393272534628,0.4177370285831368,-1.079625780445479,0.49179926230176707
delayed (80h starve),time,11,55,0.8046934678013428,2.3002025650086058,0.9478031392365435,-1.616863175455141,1.0685343106400351
delayed (80h starve),time,12,60,0.7032201164927347,-1.377366039563591,1.3175983469400139,-1.2191366575106488,1.0250069699571478
delayed (80h starve),time,13,65,0.8421721973367046,-4.094066136055296,1.8463185317167499,-0.7832815816500235,0.988413172849367
delayed (80h starve),time,14,70,0.8675161289237149,-5.772491501656852,1.9983631911759832,-0.2711196120346521,0.6861371164056351
delayed (80h starve),time,15,75,0.6823650174295397,-6.118079757953046,1.7537300121264654,0.33374902539955426,0.156951416243553
delayed (80h starve),time,16,80,0.5555845230163671,-6.254411166487829,1.8502266466709922,0.018643908924070845,-0.4103297495409521
delayed (80h starve),time,17,85,0.4094290941128622,-5.983394412442612,2.1626812026535207,-0.2519233653545489,-0.6245061613913693
delayed (80h starve),time,18,90,0.31031693705066576,-5.183819253505043,2.526248149184756,-0.44315557365085206,-0.6918267223757147
delayed (80h starve),time,19,95,0.21211800951772133,-4.137386649592959,2.7411912496363047,-0.572983418874227,-0.8482152753229726
delayed (80h starve),time,20,100,0.1885454553901655,-3.0460943075250517,2.6606236763315714,-0.6036782681633804,-1.0750390215809342
delayed (80h starve),time,21,105,0.5981850701508745,-1.5797761624524418,1.9372109524611696,-0.3559604399653128,-0.9057128919538406
delayed (80h starve),time,22,110,0.4161109768420867,-0.7258768799911456,1.8404984421253958,-0.09772504477296154,-0.3974374654654694
delayed (80h starve),time,23,115,0.26580527594146236,0.09382770622444461,1.8715951673873186,0.2660762476323781,0.2101278669532719
delayed (80h starve),time,24,120,0.11614963089346256,0.7114615926360348,2.0199864680047734,0.5068792886063352,0.39450670588107717
delayed (80h starve),time,25,125,-0.05919202637421622,0.9874938166469829,2.1139830133309787,0.5078316144547542,-0.05489294759671719
delayed (80h starve),time,26,130,-0.19713611859653574,1.0377591529971257,2.0748692719268558,0.4237459670412031,-0.6135167362989803
delayed (80h starve),time,27,135,0.22688830723739822,1.3555691412567963,1.9407267211592731,0.5796654560225877,-0.10212004560312271
delayed (80h starve),time,28,140,0.07778063636344755,1.0123924149515147,1.7497583826771397,1.7746417006907516,2.004696682690297
delayed (80h starve),time,29,145,-0.15011523694817827,0.5391258968333086,1.0989509050637298,2.1982838366769255,3.0252095601400737
delayed (80h starve),time,30,150,-0.045612282320983646,0.07545483634270038,0.1553139219449827,0.4003849285880378,0.5476892396782169
delayed (80h starve),time,31,155,0.0002375733268417114,0.00015641184129555605,0.00031587622669193544,0.0009357912190255395,0.0013373217608136912
delayed (80h starve),time,32,160,1.0939887884475758e-09,9.92070314786985e-10,2.0118934296320373e-09,7.50266238025432e-09,7.465222884306393e-09
delayed (80h starve),time,33,165,2.1771243141621707e-08,7.001023788477661e-07,1.1207832356641124e-06,5.61751931082988e-06,8.816498031638524e-07
delayed (80h starve),time,34,170,-0.0010682223588104325,0.0018465851404941818,0.0024400240074357016,0.011723753171183347,-0.0019086891896669105
delayed (80h starve),time,35,175,0.0032768412411676735,0.0031649886813700486,0.0037003837662086224,0.01912081928041875,-0.010315718411005306
delayed (80h starve),time,36,180,0.0034097380213316004,0.0066161368165701335,0.006799829764653203,0.03738948908745265,-0.038000483222530544
delayed (80h starve),time,37,185,0.0006415582751051473,0.03073146547581948,0.02797381575331823,0.15874594686624557,-0.23207948013042026
delayed (80h starve),time,38,190,-0.029674661352116466,0.13798900525465718,0.11675592923739143,0.6718837901024345,-1.0414781719052182
delayed (80h starve),time,39,195,0.6637832124210709,0.363223573974655,0.3459625967741988,1.7805885645339778,-1.898106543295176
delayed (80h starve),time,40,200,0.4790107597781509,0.25139358111480303,0.3753017934673416,1.2719390098090233,0.9349214159875905
delayed (80h starve),time,41,205,0.11981348773419662,0.08155938972307923,0.16929256829734937,0.4648744900038249,1.2486504829668028
delayed (80h starve),time,42,210,0.006758691331229525,0.008066868586453772,0.01707802139510327,0.05011136820513017,0.17884786832170746
delayed (80h starve),time,43,215,0.00903218689196073,0.002691099425616847,0.0053184130866079605,0.017879543568391495,0.04980885223662131
delayed (80h starve),time,44,220,0.00014074853633971881,6.878738453841564e-05,0.00012695181071387107,0.0005489305892170114,0.00107967670318898
delayed (80h starve),time,45,225,5.2153787871711535e-06,5.506743852579094e-06,9.569565348477296e-06,5.441767033098621e-05,4.821011709010832e-05
