final_P,max_Wt,wt_overflow,paa_frac_out_of_band,max_viscosity,visc_exceed,yield_kg,yield_gated,pivot_h,pivot_step,pivot_crossed,bm_max,bm_at_pivot,pivot_bm_threshold,arm,seed,starve_decisions,delay_h,handover_h,recipe_yield,recipe_yield_gated,recipe_pivot_h,delta_yield,delta_yield_gated
29.54867719302968,110566.00856209193,False,0.011304347826086957,85.28621379732581,False,3987.044873438035,3987.044873438035,60.0,12,1,2494.420582453598,1410.4630206835357,1349.0,dual,700000,0,0.0,0.0,3467.3289022648246,3467.3289022648246,60.0,519.7159711732106,519.7159711732106
22.136354738196545,95076.20077565705,False,0.011304347826086957,71.81983638143647,False,2693.8267986682695,2693.8267986682695,55.0,11,1,1886.8123318831715,1358.8316420557276,1349.0,time,700000,0,0.0,0.0,3467.3289022648246,3467.3289022648246,60.0,-773.5021035965551,-773.5021035965551
27.42436022002872,101050.05177061734,False,0.011304347826086957,81.00704843484101,False,3467.3289022648246,3467.3289022648246,60.0,12,1,2310.7763990463927,1449.078166406942,1349.0,recipe,700000,0,0.0,0.0,3467.3289022648246,3467.3289022648246,60.0,0.0,0.0
30.546874550803558,113427.2289656096,False,0.019130434782608695,75.7806901488113,False,4166.850801102699,4166.850801102699,65.0,13,1,2327.0803628824565,1383.7764055370478,1349.0,dual,700001,0,0.0,0.0,3573.899210686851,3573.899210686851,65.0,592.9515904158479,592.9515904158479
22.240591480360205,100455.83540210198,False,0.019130434782608695,63.85855935031683,False,2753.9335530794324,2753.9335530794324,65.0,13,1,1834.0478146252615,1378.7035407995356,1349.0,time,700001,0,0.0,0.0,3573.899210686851,3573.899210686851,65.0,-819.9656576074185,-819.9656576074185
27.762091426415843,106086.75363604048,False,0.019130434782608695,71.80153943177567,False,3573.899210686851,3573.899210686851,65.0,13,1,1979.6644471735851,1405.839862150003,1349.0,recipe,700001,0,0.0,0.0,3573.899210686851,3573.899210686851,65.0,0.0,0.0
23.87944758221274,105315.72155004187,False,0.0,102.0191324547491,True,3236.201922445552,0.0,60.0,12,1,2998.43364161506,1367.940477449064,1349.0,dual,700002,0,0.0,0.0,3696.618223286552,3696.618223286552,60.0,-460.41630084100007,-3696.618223286552
26.054090555977144,93669.37878698357,False,0.0,76.70925325929352,False,3101.768607986497,3101.768607986497,55.0,11,1,1988.8172073761357,1364.8159635514348,1349.0,time,700002,0,0.0,0.0,3696.618223286552,3696.618223286552,60.0,-594.8496153000551,-594.8496153000551
30.024651063371774,98603.65744597216,False,0.0,89.91661436648259,False,3696.618223286552,3696.618223286552,60.0,12,1,2583.8778848752772,1434.173044171738,1349.0,recipe,700002,0,0.0,0.0,3696.618223286552,3696.618223286552,60.0,0.0,0.0
29.822970097368184,114349.31611587973,False,0.020869565217391306,80.22082644494996,False,4129.5239217086855,4129.5239217086855,65.0,13,1,2477.807509213002,1360.7960794614087,1349.0,dual,700003,0,0.0,0.0,3526.588600149422,3526.588600149422,70.0,602.9353215592637,602.9353215592637
