model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700008,40.0,2979.846570231657,2979.846570231657,54.48400475023891,54.48400475023891,2925.362565481418,23.912990579074,65.47315926469867,False,101335.82728273346,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700009,40.0,3042.7484614793193,3042.7484614793193,49.8749591583246,49.8749591583246,2992.8735023209947,24.40596794414319,68.73463371781112,False,102495.91948634472,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700000,60.0,2913.821760546521,2913.821760546521,117.39163005633827,117.39163005633827,2796.430130490183,25.00715977293577,73.21781356988772,False,96740.6840882033,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700001,60.0,3022.455163285747,3022.455163285747,-12.535226236864673,-12.535226236864673,3034.9903895226116,25.600101608851663,66.05968954459168,False,100069.89815349976,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700002,60.0,2646.1995465429654,2646.1995465429654,-426.1800751657247,-426.1800751657247,3072.37962170869,24.197254346136337,76.64382089740792,False,87548.68635614021,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700003,60.0,2923.394156398482,2923.394156398482,44.422567471581715,44.422567471581715,2878.9715889269005,24.62280545807706,71.41057994528747,False,99155.67751053884,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700004,60.0,2699.5187771449,2699.5187771449,123.57372383069469,123.57372383069469,2575.9450533142053,22.63313279037225,67.99506975120967,False,98558.16249565996,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700005,60.0,2963.964798971038,2963.964798971038,-370.4634602144133,-370.4634602144133,3334.428259185451,26.74123976984824,76.25177751494275,False,90040.39336779356,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700006,60.0,3347.328391033271,3347.328391033271,159.14327579215706,159.14327579215706,3188.185115241114,28.17110379603131,73.62456023537631,False,96326.0396710988,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700007,60.0,2890.6149940306805,2890.6149940306805,192.62587910307138,192.62587910307138,2697.989114927609,24.183290274336045,70.91506181345773,False,98084.6665205247,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700008,60.0,2892.424659231885,2892.424659231885,173.94957722392883,173.94957722392883,2718.475082007956,23.790698939933105,65.74663190411808,False,100023.65259840628,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700009,60.0,2917.0065174680285,2917.0065174680285,134.7515212012986,134.7515212012986,2782.25499626673,23.881465618477534,69.39345801140371,False,101375.24143651933,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700000,80.0,2491.8043176648316,2491.8043176648316,-25.40585239289385,-25.40585239289385,2517.2101700577255,22.215515440272597,71.31037002011855,False,93286.037189139,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700001,80.0,2855.9474795665355,2855.9474795665355,119.00168213139568,119.00168213139568,2736.94579743514,24.638210394674452,65.20226233659531,False,98749.74433329284,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700002,80.0,2540.6891424634982,2540.6891424634982,-210.78781602843628,-210.78781602843628,2751.4769584919345,23.62806254757438,74.50203980715216,False,84641.02662181319,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700003,80.0,2586.6782087694532,2586.6782087694532,-29.469101792367837,-29.469101792367837,2616.147310561821,22.55811309025626,68.85037808865032,False,95902.88355960896,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700004,80.0,2441.1997878527063,2441.1997878527063,122.30990427873348,122.30990427873348,2318.889883573973,21.20689317041778,66.0963111596635,False,95980.18887500526,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700005,80.0,2461.3280486278504,2461.3280486278504,-520.7975722912406,-520.7975722912406,2982.125620919091,23.274977441192675,74.31228454128585,False,85696.27896279783,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700006,80.0,2969.5682211413864,2969.5682211413864,107.9831294995015,107.9831294995015,2861.585091641885,25.93597163666138,71.70926703330011,False,93136.86729326402,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700007,80.0,2622.114277043989,2622.114277043989,167.8737125598609,167.8737125598609,2454.2405644841283,22.611619518570215,68.77589972920454,False,95418.8441303484,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700008,80.0,2607.4040367976077,2607.4040367976077,140.1317798445666,140.1317798445666,2467.272256953041,22.227729763560255,64.24686516034402,False,97039.03607334373,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700009,80.0,2589.9807131116513,2589.9807131116513,94.8429536242902,94.8429536242902,2495.137759487361,21.988312597360068,67.14851382067128,False,98117.64851749055,False,0,0.0104347826086956,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700000,0.0,3759.331179166714,3759.331179166714,292.0022769018892,292.0022769018892,3467.3289022648246,28.62377952917257,82.66981911332444,False,106523.3226399538,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700001,0.0,4164.814150751607,4164.814150751607,590.9149400647557,590.9149400647557,3573.899210686851,30.63206979026747,75.99977287199161,False,113374.78895461552,False,0,0.02,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700002,0.0,3935.377889939068,3935.377889939068,238.759666652516,238.759666652516,3696.618223286552,30.08444880407347,90.08404854308216,False,102425.31108967404,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700003,0.0,4070.940608097169,4070.940608097169,544.3520079477471,544.3520079477471,3526.588600149422,29.594349655768877,80.12750708720633,False,113890.8274155484,False,0,0.0217391304347826,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700004,0.0,3426.471827783405,3426.471827783405,211.96522102610697,211.96522102610697,3214.506606757298,25.8117669388363,80.64059777172899,False,106027.7964098266,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700005,0.0,4731.105098557994,4731.105098557994,609.1102278184944,609.1102278184944,4121.9948707395,36.09216943945453,87.0923878534679,False,107681.92804643082,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700006,0.0,4557.333810722357,4557.333810722357,571.5756019832684,571.5756019832684,3985.758208739089,33.62418372088909,85.34949193945441,False,108612.60241489798,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700007,0.0,3704.59503061549,3704.59503061549,349.39572377370587,349.39572377370587,3355.199306841784,27.48814059735641,81.80356771211324,False,107950.30977491688,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700008,0.0,3751.3389723388177,3751.3389723388177,447.5109769648984,447.5109769648984,3303.8279953739193,27.00309664079972,78.51980337438347,False,112520.44528601848,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700009,0.0,3903.540291543906,3903.540291543906,514.7499881251597,514.7499881251597,3388.790303418746,27.88177197980364,80.12514928716192,False,114606.29307289404,False,0,0.0104347826086956,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700000,20.0,3805.232909889322,3805.232909889322,556.9224686968942,556.9224686968942,3248.310441192428,29.122809056954384,81.81652377908641,False,107518.39369976276,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700001,20.0,4139.701293570929,4139.701293570929,738.8470003938155,738.8470003938155,3400.8542931771135,31.015380898447777,74.70980948805047,False,112631.02581523189,False,0,0.02,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700002,20.0,3193.385851697634,3193.385851697634,-393.5044104409876,-393.5044104409876,3586.8902621386214,24.439074666896747,95.29890408944148,False,99717.47957549726,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700003,20.0,3923.4237554905862,3923.4237554905862,589.9315999933965,589.9315999933965,3333.4921554971897,29.077423434771617,77.36218064425354,False,112388.78813470094,False,0,0.0217391304347826,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700004,20.0,3408.8038682824017,3408.8038682824017,387.91871577003485,387.91871577003485,3020.885152512367,25.990230528104895,80.0870607952952,False,105908.7128351307,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700005,20.0,3718.6945267552505,3718.6945267552505,-159.65351473969667,-159.65351473969667,3878.348041494947,27.933382943185197,87.72714552365669,False,105676.5128019428,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700006,20.0,4490.467836537209,4490.467836537209,766.6232889412886,766.6232889412886,3723.8445475959206,33.339635901586504,83.88940772598048,False,109274.11269835172,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700007,20.0,3665.741513996059,3665.741513996059,542.6221972409253,542.6221972409253,3123.1193167551337,27.47582640603907,81.1151319415974,False,108156.5651197211,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700008,20.0,3629.5627471473,3629.5627471473,522.361597463273,522.361597463273,3107.201149684027,26.707366317620792,76.17440116521121,False,110977.73502953348,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700009,20.0,3819.4568577219775,3819.4568577219775,628.8385201059773,628.8385201059773,3190.618337616,27.81176902137726,77.64303964950155,False,113344.42122285598,False,0,0.0113043478260869,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700000,40.0,3401.329217409298,3401.329217409298,384.1476053032102,384.1476053032102,3017.181612106088,27.557380171902512,77.53200483507905,False,102448.60362800112,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700001,40.0,3779.506952403681,3779.506952403681,562.167931363907,562.167931363907,3217.3390210397743,29.69585759983233,73.25724673560643,False,108827.65327008702,False,0,0.02,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700002,40.0,2997.7964811128604,2997.7964811128604,-347.2471699408625,-347.2471699408625,3345.043651053723,23.721259173733714,92.57564744764308,False,97497.00546312412,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700003,40.0,3470.249005557107,3470.249005557107,330.99907532055795,330.99907532055795,3139.249930236549,27.339354529379168,77.3684469067075,False,106645.2444903319,False,0,0.0217391304347826,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700004,40.0,3064.5465745420624,3064.5465745420624,267.1909839689574,267.1909839689574,2797.355590573105,24.701803200354338,75.66570103281853,False,100244.8321801053,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700005,40.0,3186.325528055863,3186.325528055863,-425.8861727257554,-425.8861727257554,3612.211700781618,24.621536501408183,87.77644455469444,False,102033.2616486078,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700006,40.0,3871.119251682901,3871.119251682901,418.20016699116604,418.20016699116604,3452.919084691735,29.54133291004397,80.86181194852622,False,105763.53668250618,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700007,40.0,3421.677518779147,3421.677518779147,509.4435287410138,509.4435287410138,2912.233990038133,26.68255297027186,76.27764830177264,False,104602.9708317472,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700008,40.0,3205.0203909101056,3205.0203909101056,279.6578254286874,279.6578254286874,2925.362565481418,25.06874622656187,72.25061187703479,False,104203.42987280631,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700009,40.0,3397.2714681876805,3397.2714681876805,404.3979658666858,404.3979658666858,2992.8735023209947,26.134887875360327,75.43050105143388,False,107770.262133104,False,0,0.0113043478260869,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700000,60.0,3015.1636800951483,3015.1636800951483,218.73354960496545,218.73354960496545,2796.430130490183,25.8583350798555,74.46933760892573,False,95931.43901918786,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700001,60.0,3373.7362945578298,3373.7362945578298,338.74590503521813,338.74590503521813,3034.9903895226116,27.731822402964625,71.25619467726199,False,103488.74840088212,False,0,0.02,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700002,60.0,2739.8716430075588,2739.8716430075588,-332.5079787011314,-332.5079787011314,3072.37962170869,21.741012175941464,91.25390739696444,False,96135.7304510839,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700003,60.0,2846.1334523045607,2846.1334523045607,-32.83813662233979,-32.83813662233979,2878.9715889269005,24.28230856979256,73.7915353290484,False,96935.74759892622,False,0,0.0217391304347826,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700004,60.0,2768.006325998993,2768.006325998993,192.06127268478758,192.06127268478758,2575.9450533142053,23.376298730909244,69.21001545133757,False,95974.77518385892,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700005,60.0,2878.410536351772,2878.410536351772,-456.0177228336793,-456.0177228336793,3334.428259185451,22.226320759088367,85.11770311896575,False,99718.45262055384,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700006,60.0,3800.342245591896,3800.342245591896,612.1571303507817,612.1571303507817,3188.185115241114,30.491740967310715,77.15727111816157,False,102420.14434521728,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700007,60.0,2984.43257858818,2984.43257858818,286.44346366057107,286.44346366057107,2697.989114927609,24.635724097224426,73.07517699174646,False,97737.62350675244,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700008,60.0,2873.4171388541163,2873.4171388541163,154.94205684616009,154.94205684616009,2718.475082007956,23.667654369273347,69.60666436631588,False,98754.54494739509,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700009,60.0,3041.1094932163887,3041.1094932163887,258.8544969496588,258.8544969496588,2782.25499626673,24.624368933419596,73.24306331562858,False,101484.01289482262,False,0,0.0113043478260869,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700000,80.0,2664.6312405464196,2664.6312405464196,147.4210704886941,147.4210704886941,2517.2101700577255,23.814361375067683,70.31270398052405,False,91300.09601502666,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700001,80.0,2899.8132327792755,2899.8132327792755,162.86743534413563,162.86743534413563,2736.94579743514,24.88150482576838,67.53532836219074,False,97959.14513096985,False,0,0.02,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700002,80.0,2782.5167215362603,2782.5167215362603,31.03976304432581,31.03976304432581,2751.4769584919345,23.363636510226428,81.13246827908426,False,93418.38536518272,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700003,80.0,2669.72331710883,2669.72331710883,53.576006547009,53.576006547009,2616.147310561821,23.3565501546956,70.04322994613842,False,94181.89268641944,False,0,0.0217391304347826,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700004,80.0,2544.700276583032,2544.700276583032,225.81039300905923,225.81039300905923,2318.889883573973,22.2623559841581,65.37134000579543,False,93209.78866372949,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700005,80.0,3303.491384705926,3303.491384705926,321.36576378683503,321.36576378683503,2982.125620919091,28.988007875041333,77.56515298371572,False,95405.56184040214,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,5,700006,80.0,3137.510667727304,3137.510667727304,275.9255760854189,275.9255760854189,2861.585091641885,27.019607967805353,72.80074595200882,False,92848.57056887617,False,0,0.0,
